query,seendate,title,domain,language,sourcecountry,url,url_mobile,socialimage
Ukrzaliznytsia,20260610T123000Z,В первые дни июня поезд « Львов - Лозовая » стал самым популярным в Украине,objectiv.tv,Russian,Ukraine,https://www.objectiv.tv/objectively/2026/06/10/v-pervye-dni-iyunya-poezd-lvov-lozovaya-stal-samym-populyarnym-v-ukraine/,,https://www.objectiv.tv/wp-content/uploads/2025/05/poezd.jpg
"""Ukraine"" ""energy infrastructure""",20260610T120000Z,Russian Firepower Unleashes Hell on Key Ukrainian Energy and Transport Hubs,globalsecurity.org,English,Syria,https://www.globalsecurity.org/wmd/library/news/ukraine/2026/06/ukraine-260609-sputnik01.htm,,
Ukrzaliznytsia,20260610T100000Z,"Почему нет билетов на поезд в Украине - в Укрзализныце объяснили , как купить билет",obozrevatel.com,Russian,Ukraine,https://www.obozrevatel.com/ekonomika-glavnaya/economy/po-7-passazhirov-na-odno-mesto-v-poezde-v-ukrzaliznitse-obyasnili-kak-kupit-bilet.htm,https://www.obozrevatel.com/ekonomika-glavnaya/economy/po-7-passazhirov-na-odno-mesto-v-poezde-v-ukrzaliznitse-obyasnili-kak-kupit-bilet/amp.htm,
"""Ukraine"" ""energy infrastructure""",20260610T100000Z,Rusya : Ukraynanın Mühimmat Depolarını ve Enerji Altyapısını Vurduk,haberler.com,Turkish,Turkey,https://www.haberler.com/guncel/rusya-ukrayna-nin-muhimmat-depolari-ve-altyapisi-vuruldu-19932217-haberi/,https://www.haberler.com/amp/rusya-ukrayna-nin-muhimmat-depolari-ve-altyapisi-vuruldu-19932217-haberi/,https://foto.haberler.com/haber/2026/06/10/rusya-ukrayna-nin-muhimmat-depolarini-ve-ener-19932217_amp.jpg
"""Ukraine"" ""energy infrastructure""",20260610T100000Z,"В РФ сообщили об ударах по военно - морской базе , объектам транспорта и энергетики Украины",interfax.ru,Russian,Russia,https://www.interfax.ru/russia/1095146,https://www.interfax.ru/amp/1095146,https://www.interfax.ru/aspimg/1095146.jpg
Ukrzaliznytsia,20260609T133000Z,ФРТУ призвала не повышать грузовые тарифы  Укрзалізниці : это может усилить давление на экономику,obozrevatel.com,Russian,Ukraine,https://www.obozrevatel.com/ekonomika-glavnaya/frtu-prizvala-ne-povyishat-gruzovyie-tarifyi-ukrzaliznitsi-eto-mozhet-usilit-davlenie-na-ekonomiku.htm,https://www.obozrevatel.com/ekonomika-glavnaya/frtu-prizvala-ne-povyishat-gruzovyie-tarifyi-ukrzaliznitsi-eto-mozhet-usilit-davlenie-na-ekonomiku/amp.htm,
"""Ukraine"" ""Shahed""",20260609T133000Z,Next - generation interceptors : Ukrainian drones already autonomously take down Shahed - type UAVs,globalsecurity.org,English,Syria,https://www.globalsecurity.org/wmd/library/news/ukraine/2026/06/ukraine-260608-ukraine-mod02.htm,,
Ukrzaliznytsia,20260609T121500Z,Укрзалізниця закрыла продажу билетов на популярные рейсы - почему поезда пропали из продажи,obozrevatel.com,Russian,Ukraine,https://www.obozrevatel.com/ekonomika-glavnaya/economy/ukrzaliznyitsya-zakryila-prodazhu-biletov-na-populyarnyih-rejsah-poezda-massovo-stali-nedostupnyimi.htm,https://www.obozrevatel.com/ekonomika-glavnaya/economy/ukrzaliznyitsya-zakryila-prodazhu-biletov-na-populyarnyih-rejsah-poezda-massovo-stali-nedostupnyimi/amp.htm,
Ukrzaliznytsia,20260608T191500Z,Ukrzaliznytsia backbone of logistics critical for Ukraine – opinion,en.interfax.com.ua,English,Ukraine,https://en.interfax.com.ua/news/economic/1174777.html,https://en.interfax.com.ua/news/economic/1174777-amp.html,https://media.interfax.com.ua/media/thumbs/images/2022/05/tywaRyNO9Tmj.jpg
Ukrzaliznytsia,20260608T191500Z,Budget support program for Ukrzaliznytsia opens door to discussing company debt restructuring – minister,en.interfax.com.ua,English,Ukraine,https://en.interfax.com.ua/news/economic/1174801.html,https://en.interfax.com.ua/news/economic/1174801-amp.html,https://media.interfax.com.ua/media/thumbs/images/2021/04/es03t5wUHMeR.jpg
"""Ukraine"" ""Shahed""",20260608T191500Z,Ukrainian Drones Now Autonomously Down Shaheds,kyivpost.com,English,Ukraine,https://www.kyivpost.com/post/77764,,https://static.kyivpost.com/storage/2026/05/12/f6ddb9292d7e2aecc9b80b3f2ea4f887.jpg?&q=90&f=jpg
"""Ukraine"" ""Shahed""",20260608T110000Z,"Ukraine downs 124 of 155 Russian drones overnight , impacts recorded at 17 locations – Air Force",en.interfax.com.ua,English,Ukraine,https://en.interfax.com.ua/news/general/1174526.html,https://en.interfax.com.ua/news/general/1174526-amp.html,https://media.interfax.com.ua/media/thumbs/images/2024/12/blxtk/2YY1PfUwulfB.jpg
"""Ukraine"" ""Shahed""",20260608T004500Z,"Russian strikes kill five , damage nuclear storage facility : Kyiv",tribune.com.pk,English,Pakistan,https://tribune.com.pk/story/2611999/russian-strikes-kill-five-damage-nuclear-storage-facility-kyiv,,https://i.tribune.com.pk/media/images/431780865040-4/431780865040-4-640x480.webp
"""Ukraine"" ""Shahed""",20260607T154500Z,Ukraine Accuses Russia Of Striking Nuclear Fuel Storage Facility Near Chernobyl,article.wn.com,English,United States,https://article.wn.com/view/2026/06/07/Ukraine_Accuses_Russia_Of_Striking_Nuclear_Fuel_Storage_Faci/,,
"""Ukraine"" ""Shahed""",20260607T150000Z,"Russian drone hit nuclear - fuel storage facility near Chornobyl , Ukraine says",cbc.ca,English,Canada,https://www.cbc.ca/news/world/russian-drone-chornobyl-9.7226511,,"https://i.cbc.ca/ais/28284143-eea1-4c67-8578-bcdda0f722c9,1780836614353/full/max/0/default.jpg?im=Crop%2Crect%3D%280%2C67%2C1280%2C720%29%3BResize%3D620"
"""Ukraine"" ""Shahed""",20260607T134500Z,"Russian drone hits nuclear - fuel storage facility near Chornobyl , Ukraine says",cnbc.com,English,United States,https://www.cnbc.com/2026/06/07/russian-drone-hits-nuclear-fuel-storage-facility-near-chornobyl-ukraine-says.html,https://www.cnbc.com/amp/2026/06/07/russian-drone-hits-nuclear-fuel-storage-facility-near-chornobyl-ukraine-says.html,https://image.cnbcfm.com/api/v1/image/107231317-1682514623864-gettyimages-112226468-ARP1556945.jpeg?v=1682514888
Ukrzaliznytsia,20260607T121500Z,Дрон оккупантов атаковал локомотив УЗ в Запорожье - вспыхнул пожар - фото,war.obozrevatel.com,Russian,Ukraine,https://war.obozrevatel.com/okkupantyi-v-zaporozhe-atakovali-lokomotiv-ukrzaliznyitsi-lyudej-vovremya-evakuirovali-foto.htm,https://war.obozrevatel.com/okkupantyi-v-zaporozhe-atakovali-lokomotiv-ukrzaliznyitsi-lyudej-vovremya-evakuirovali-foto/amp.htm,
Ukrzaliznytsia,20260607T114500Z,Под Запорожьем российский дрон поразил электровоз Укрзализницы,korrespondent.net,Russian,Ukraine,https://korrespondent.net/ukraine/4884659-pod-zaporozhem-rossyiskyi-dron-porazyl-elektrovoz-ukrzalyznytsy,https://korrespondent.net/amp/4884659-pod-zaporozhem-rossyiskyi-dron-porazyl-elektrovoz-ukrzalyznytsy,https://kor.ill.in.ua/m/1260x900/4454023.jpg
Ukrzaliznytsia,20260604T214500Z,"СБУ задержала предателя - им оказался бывший работник Укрзализныци , новости Украины",24tv.ua,Russian,Ukraine,https://24tv.ua/ru/sbu-zaderzhala-predatelja-im-okazalsja-byvshij-rabotnik-ukrzaliznyci_n3081048,https://24tv.ua/ru/sbu-zaderzhala-predatelja-im-okazalsja-byvshij-rabotnik-ukrzaliznyci_n3081048/amp,https://24tv.ua/resources/photos/news/202606/3081048.jpg?v=1780560441000
Ukrzaliznytsia,20260604T141500Z,Укрзалізниця запускает комфортный поезд Одесса – Винница,odessa-life.od.ua,Russian,Ukraine,https://odessa-life.od.ua/news/zhara-bolshe-ne-problema-ukrzalizniczya-zapuskaet-komfortnyj-poezd-odessa-vinnicza,https://odessa-life.od.ua/news/zhara-bolshe-ne-problema-ukrzalizniczya-zapuskaet-komfortnyj-poezd-odessa-vinnicza/amp,https://odessa-life.od.ua/wp-content/uploads/2026/06/203406-uk.png
Ukrzaliznytsia,20260604T091500Z,"В Одессе задержали экс - сотрудника УЗ , который работал на россиян",korrespondent.net,Russian,Ukraine,https://korrespondent.net/city/odessa/4883930-v-odesse-zaderzhaly-eks-sotrudnyka-uz-kotoryi-rabotal-na-rossyian,https://korrespondent.net/amp/4883930-v-odesse-zaderzhaly-eks-sotrudnyka-uz-kotoryi-rabotal-na-rossyian,https://kor.ill.in.ua/m/1260x900/4451294.jpg
Ukrzaliznytsia,20260603T114500Z,Ucrânia : chefe da NATO Mark Rutte chega a Kiev em visita não anunciada,pt.euronews.com,Portuguese,United States,https://pt.euronews.com/my-europe/2026/06/03/ucrania-chefe-da-nato-mark-rutte-chega-a-kiev-em-visita-nao-anunciada,,https://images.euronews.com/articles/stories/09/78/29/65/1200x675_cmsv2_4fbf8039-b33a-5759-8883-fb4dd9aba10a-9782965.jpg
Ukrzaliznytsia,20260603T093000Z,Обстрелы Киева - генсек НАТО прибыл в столицу Украины - фото,gazeta.ua,Russian,Ukraine,https://gazeta.ua/ru/articles/politics/_generalnyj-sekretar-nato-pribyl-v-kiev-na-fone-massirovannyh-obstrelov-so-storony-rossii/1251932,,https://static.gazeta.ua/img2/cache/preview/1251/1251932_w_450.jpg?v=0
Ukrzaliznytsia,20260603T091500Z,Генеральный секретарь НАТО прибыл в Киев,korrespondent.net,Russian,Ukraine,https://korrespondent.net/ukraine/4883608-heneralnyi-sekretar-nato-prybyl-v-kyev,https://korrespondent.net/amp/4883608-heneralnyi-sekretar-nato-prybyl-v-kyev,https://kor.ill.in.ua/m/1260x900/4449977.jpg
Ukrzaliznytsia,20260603T091500Z,"NATO chief Rutte arrives in Kyiv on unannounced visit , Ukrainian officials say",euronews.com,English,United States,https://www.euronews.com/my-europe/2026/06/03/nato-chief-rutte-arrives-in-kyiv-on-unannounced-visit-ukrainian-officials-say,,https://images.euronews.com/articles/stories/09/78/29/65/1200x675_cmsv2_4fbf8039-b33a-5759-8883-fb4dd9aba10a-9782965.jpg
Ukrzaliznytsia,20260603T090000Z,На Харьковщине опаздывают поезда – какие и причина,objectiv.tv,Russian,Ukraine,https://www.objectiv.tv/objectively/2026/06/03/na-harkovshhine-opazdyvayut-poezda-kakie-i-prichina/,,https://www.objectiv.tv/wp-content/uploads/2026/03/photo_2026-03-31_12-32-21.jpg
"""Ukraine"" ""Shahed""",20260603T080000Z,"Ukraine downs 189 of 198 UAVs , 8 attack drones hit 7 locations",en.interfax.com.ua,English,Ukraine,https://en.interfax.com.ua/news/general/1173191.html,https://en.interfax.com.ua/news/general/1173191-amp.html,https://media.interfax.com.ua/media/thumbs/images/2022/06/WLDgGcw_41Fj.jpg
Ukrzaliznytsia,20260602T120000Z,"На Харковщине россияне ударили дроном по тепловозу , пострадал желездорожник",korrespondent.net,Russian,Ukraine,https://korrespondent.net/ukraine/4883379-na-kharkovschyne-rossyiane-udaryly-dronom-po-teplovozu-postradal-zhelezdorozhnyk,https://korrespondent.net/amp/4883379-na-kharkovschyne-rossyiane-udaryly-dronom-po-teplovozu-postradal-zhelezdorozhnyk,https://kor.ill.in.ua/m/1260x900/4449277.jpg
"""Ukraine"" ""Shahed""",20260602T071500Z,Start - up Tycho . AI looks to bring Ukraine - style drone interceptors to US market,flightglobal.com,English,United States,https://www.flightglobal.com/archive/2026/06/start-up-tycho-ai-looks-to-bring-ukraine-style-drone-interceptors-to-us-market/,,https://www.flightglobal.com/wp-content/uploads/2026/06/Tycho-AI-Halley-drone-interceptor.jpeg
Ukrzaliznytsia,20260601T163000Z,Убытки Укрзализныци в 2026 году - что о них известно - почему такие большие,24tv.ua,Russian,Ukraine,https://24tv.ua/business/ru/ubytki-ukrzaliznyci-v-2026-godu-chto-o-nih-izvestno-pochemu-takie-bolshie_n3079207,https://24tv.ua/business/ru/ubytki-ukrzaliznyci-v-2026-godu-chto-o-nih-izvestno-pochemu-takie-bolshie_n3079207/amp,https://24tv.ua/resources/photos/news/202606/3079207.jpg?v=1780326799000
"""Ukraine"" ""Shahed""",20260601T083000Z,"Ukrainian air defense downs 228 of 265 UAVs , 27 attack drones hit 18 locations",en.interfax.com.ua,English,Ukraine,https://en.interfax.com.ua/news/general/1172532.html,https://en.interfax.com.ua/news/general/1172532-amp.html,https://media.interfax.com.ua/media/thumbs/images/2024/11/rffcs/M07BlJbDW5Vx.jpg
"""Ukraine"" ""energy infrastructure""",20260531T133000Z,"ВС России нанесли удары по объектам инфраструктуры , используемым ВСУ",1prime.ru,Russian,Russia,https://1prime.ru/20260531/svo-870360755.html,,https://cdnn.1prime.ru/images/sharing/article/rus/870360755.jpg
Ukrzaliznytsia,20260530T124500Z,"Удар по поезду в Запорожье 30 мая - погиб машинист , есть раненые",24tv.ua,Russian,Ukraine,https://24tv.ua/ru/udar-po-poezdu-v-zaporozhe-30-maja-pogib-mashinist-est-ranenye_n3078016,https://24tv.ua/ru/udar-po-poezdu-v-zaporozhe-30-maja-pogib-mashinist-est-ranenye_n3078016/amp,https://24tv.ua/resources/photos/news/202605/3078016.jpg?v=1780143766000
"""Ukraine"" ""Shahed""",20260529T143000Z,What we know about the Geran - 2 drone that hit a residential building in Romania,euronews.com,English,United States,https://www.euronews.com/my-europe/2026/05/29/what-we-know-about-the-geran-2-drone-that-hit-a-residential-building-in-romania,,https://images.euronews.com/articles/stories/09/77/76/26/1200x675_cmsv2_9602ab57-34cc-5623-b537-385805ee8b52-9777626.jpg
"""Ukraine"" ""energy infrastructure""",20260529T134500Z,Ο Ζελένσκι προειδοποιεί : Η Ρωσία προετοιμάζει νέα μεγάλη επίθεση στην Ουκρανία – Νέα πλήγματα σε ενεργειακές υποδομές,inewsgr.com,Greek,Greece,https://www.inewsgr.com/93/o-zelenski-proeidopoiei-i-rosia-proetoimazei-nea-megali-epithesi-stin-oukrania--nea-pligmata-se-energeiakes-ypodomes.htm,https://www.inewsgr.com/93/o-zelenski-proeidopoiei-i-rosia-proetoimazei-nea-megali-epithesi-stin-oukrania--nea-pligmata-se-energeiakes-ypodomes.htm.amp,https://images32.inewsgr.com/5948/59485801/1.jpg
"""Ukraine"" ""Shahed""",20260529T121500Z,"Russia Turning More Shaheds Into Operator - Guided Drones , Hunt Targets",businessinsider.com,English,United States,https://www.businessinsider.com/russia-turning-more-shaheds-into-operator-guided-drones-hunt-targets-2026-5,,https://i.insider.com/6a16b640b4fb977f3597ffb9?&format=jpeg
"""Ukraine"" ""Shahed""",20260529T071500Z,"217 of 232 UAVs neutralized , Iskander missile and 14 drones hit targets",en.interfax.com.ua,English,Ukraine,https://en.interfax.com.ua/news/general/1171933.html,https://en.interfax.com.ua/news/general/1171933-amp.html,https://media.interfax.com.ua/media/thumbs/images/2024/11/rffcs/M07BlJbDW5Vx.jpg
"""Ukraine"" ""Shahed""",20260528T123000Z,Russia Puts Electronic Warfare on Drones Fighting Ukrainian Interceptors,businessinsider.com,English,United States,https://www.businessinsider.com/russia-arms-drones-with-new-electronic-defenses-fight-ukrainian-interceptors-2026-5,,https://i.insider.com/6a16b5752ab5f9757add4abf?&format=jpeg
"""Ukraine"" ""Shahed""",20260528T071500Z,"Air defense downs 138 of 147 Russian drones overnight , Kinzhal ballistic missile and 9 attack UAVs hit 7 locations",en.interfax.com.ua,English,Ukraine,https://en.interfax.com.ua/news/general/1171612.html,https://en.interfax.com.ua/news/general/1171612-amp.html,https://media.interfax.com.ua/media/thumbs/images/2025/11/ojyob/s-cMmvTcDNBG.jpg
"""Ukraine"" ""Shahed""",20260527T233000Z,Former CIA chief Petraeus says drone swarms are the next danger and growth opportunity,cnbc.com,English,United States,https://www.cnbc.com/2026/05/28/petraeus-unmanned-systems-autonomous-drones-defense-investment.html,https://www.cnbc.com/amp/2026/05/28/petraeus-unmanned-systems-autonomous-drones-defense-investment.html,https://image.cnbcfm.com/api/v1/image/108312335-1779872274165-gettyimages-1257869545-AFP_33G69XX.jpeg?v=1779872288
Ukrzaliznytsia,20260527T161500Z,  Укрзализныця  на грани банкротства : долги нам не списали,gazeta.ua,Russian,Ukraine,https://gazeta.ua/ru/blog/64714/ukrzaliznicya-na-grani-bankrutstva-borgi-nam-ne-spisali,,
Ukrzaliznytsia,20260526T123000Z,Директор ФРТУ оценил последствия повышения грузовых тарифов Укрзализныци,korrespondent.net,Russian,Ukraine,https://korrespondent.net/business/economics/4881577-dyrektor-frtu-otsenyl-posledstvyia-povyshenyia-hruzovykh-taryfov-ukrzalyznytsy,https://korrespondent.net/amp/4881577-dyrektor-frtu-otsenyl-posledstvyia-povyshenyia-hruzovykh-taryfov-ukrzalyznytsy,https://kor.ill.in.ua/m/1260x900/4442529.jpg
Ukrzaliznytsia,20260523T090000Z,Шон Пенн снялся в украинском фильме - каким был гонорар и райдер,24tv.ua,Russian,Ukraine,https://24tv.ua/show24/ru/shon-penn-snjalsja-v-ukrainskom-filme-kakim-byl-gonorar-i-rajder_n3073368,https://24tv.ua/show24/ru/shon-penn-snjalsja-v-ukrainskom-filme-kakim-byl-gonorar-i-rajder_n3073368/amp,https://24tv.ua/resources/photos/news/202605/3073368.jpg?v=1779524872000
Ukrzaliznytsia,20260523T090000Z,Юрий Горбунов удивил гонораром Шона Пенна за съемки в украинском кино – особенности райдера звезды,obozrevatel.com,Russian,Ukraine,https://www.obozrevatel.com/shou-oboz/yurij-gorbunov-raskryil-osobennosti-rajdera-shona-penna-i-udivil-gonorarom-zvezdyi-za-semku-v-ukrainskom-kino.htm,https://www.obozrevatel.com/shou-oboz/yurij-gorbunov-raskryil-osobennosti-rajdera-shona-penna-i-udivil-gonorarom-zvezdyi-za-semku-v-ukrainskom-kino/amp.htm,
"""Ukraine"" ""energy infrastructure""",20260522T110000Z,Звільнення імпорту трансформаторів від мита і ПДВ пришвидшить відновлення енергосистеми – ЄБА,interfax.com.ua,Ukrainian,Ukraine,https://interfax.com.ua/news/economic/1169956.html,https://interfax.com.ua/news/economic/1169956-amp.html,https://media.interfax.com.ua/media/thumbs/images/2018/11/NFc9-fxPyb0F.png
"""Ukraine"" ""energy infrastructure""",20260522T083000Z,В восьми областях Украины часть абонентов осталась без света,ria.ru,Russian,Russia,https://ria.ru/20260522/ukraina-2093972571.html,,https://cdnn21.img.ria.ru/images/sharing/article/2093972571.jpg
Ukrzaliznytsia,20260521T124500Z,"Билеты на поезд - как атаки на железную дорогу вызвали дефицит вагонов , что будет с билетами",24tv.ua,Russian,Ukraine,https://24tv.ua/economy/ru/bilety-na-poezd-kak-ataki-na-zheleznuju-dorogu-vyzvali-deficit-vagonov-chto-budet-s-biletami_n3072085,https://24tv.ua/economy/ru/bilety-na-poezd-kak-ataki-na-zheleznuju-dorogu-vyzvali-deficit-vagonov-chto-budet-s-biletami_n3072085/amp,https://24tv.ua/resources/photos/news/202605/3072085.jpg?v=1779355860000
Ukrzaliznytsia,20260521T033000Z,Укрзализныця закупает вагоны нового поколения,korrespondent.net,Russian,Ukraine,https://korrespondent.net/business/companies/4880236-ukrzalyznytsia-zakupaet-vahony-novoho-pokolenyia,https://korrespondent.net/amp/4880236-ukrzalyznytsia-zakupaet-vahony-novoho-pokolenyia,https://kor.ill.in.ua/m/1260x900/4437127.jpg
Ukrzaliznytsia,20260521T033000Z,Занимался поджогами объектов Укрзализныци в Киеве : агент рф получил 15 лет тюрьмы,pressorg24.com,Russian,Ukraine,http://pressorg24.com/news?id=830537,,
Ukrzaliznytsia,20260520T134500Z,Россия за время войны уничтожила 46 пассажирских вагонов Укрзалізниці,korrespondent.net,Russian,Ukraine,https://korrespondent.net/ukraine/4880079-rossyia-za-vremia-voiny-unychtozhyla-46-passazhyrskykh-vahonov-ukrzaliznytsi,https://korrespondent.net/amp/4880079-rossyia-za-vremia-voiny-unychtozhyla-46-passazhyrskykh-vahonov-ukrzaliznytsi,https://kor.ill.in.ua/m/1260x900/4436536.jpg
"""Ukraine"" ""energy infrastructure""",20260519T091500Z,Wadephul : Energieinfrastruktur besser vor Angriffen schützen,finanzen.net,German,Germany,https://www.finanzen.net/nachricht/aktien/wadephul-energieinfrastruktur-besser-vor-angriffen-schuetzen-15697069,,
"""Ukraine"" ""energy infrastructure""",20260519T064500Z,Wadephul zu Krisenmanagement : Können vom Know - How der Ukraine lernen,finanzen.net,German,Germany,https://www.finanzen.net/nachricht/aktien/wadephul-zu-krisenmanagement-koennen-vom-know-how-der-ukraine-lernen-15696724,,
"""Ukraine"" ""energy infrastructure""",20260519T064500Z,Wadephul zu Krisenmanagement : Können vom Know - How der Ukraine lernen,finanznachrichten.de,German,Germany,https://www.finanznachrichten.de/nachrichten-2026-05/68530845-wadephul-zu-krisenmanagement-koennen-vom-know-how-der-ukraine-lernen-016.htm,,https://www.finanznachrichten.de/content/g/fb.png
Ukrzaliznytsia,20260518T194500Z,"EBA proposes changing rules for repairing freight cars , calls for abolition of service life limits",en.interfax.com.ua,English,Ukraine,https://en.interfax.com.ua/news/economic/1168812.html,https://en.interfax.com.ua/news/economic/1168812-amp.html,https://media.interfax.com.ua/media/social_img/1168812_172420_1805.jpg
