time_start,time_end,model,launch_place,target,target_main,launched,destroyed,not_reach_goal,still_attacking,border_crossing,is_shahed,num_hit_location,num_fall_fragment_location,carrier,turbojet,turbojet_destroyed,affected region,destroyed_details,launched_details,launch_place_details,source
2026-01-08 23:45,2026-01-08 23:50,Intercontinental Ballistic Missile,"Astrakhan oblast, Kapustin Yar",Lviv oblast,,1.0,0.0,,,{},,,,,,,,,,,PvkZahid/posts/pfbid0GW4Qc5YiAMSAhbnTs8FvMB2hxWH9my9gyAWQtn8GhiaAGGe6Sdgih2PJTaJTCwxql
2026-01-07 19:00,2026-01-08 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,Dnipropetrovsk oblast,97.0,70.0,0.0,0.0,{},70.0,13.0,1.0,,,,,"{'south': 23, 'east': NaN}",,,kpszsu/posts/pfbid0yw7pQM6WATc6pM9jdFXMHEndE1GHyNH4o1mn7JCuszfXYoQb9acdqn9LokrgkSGCl
2026-01-08,2026-01-08,Молнія,,south,,4.0,4.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid023yhg6uuW9BLSbfiPW6nxiL4H9njP2RCayieaBWjT1Qid3hcqhPVGH3ivFFrgpG1vl
2026-01-08,2026-01-08,Shahed-136/131,,south,,6.0,6.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid023yhg6uuW9BLSbfiPW6nxiL4H9njP2RCayieaBWjT1Qid3hcqhPVGH3ivFFrgpG1vl
2026-01-06 18:00,2026-01-07 07:30,Shahed-136/131,"Primorsko-Akhtarsk and Oryol oblast and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,95.0,81.0,0.0,0.0,{},60.0,8.0,5.0,,,,,"{'south': 26, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid039DHJSnRrq9YvWQQDg1S5svtN6GWmB5YTAXSwFfZ9XfMR5kKovdsSn2VTMVZuLSDl
2026-01-06 18:00,2026-01-07 07:30,Iskander-M,Taganrog,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid039DHJSnRrq9YvWQQDg1S5svtN6GWmB5YTAXSwFfZ9XfMR5kKovdsSn2VTMVZuLSDl
2026-01-07,2026-01-07,Молнія,,south,,8.0,8.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02HXgmH3THwUAYTgZSrTyqwegDmwUCjUMqZmxzdKQJSnUaCoCf5oMXXhHphpHFss61l
2026-01-07,2026-01-07,Orlan-10,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02HXgmH3THwUAYTgZSrTyqwegDmwUCjUMqZmxzdKQJSnUaCoCf5oMXXhHphpHFss61l
2026-01-07,2026-01-07,Iskander-M,Crimea,Odesa oblast,,2.0,0.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02HXgmH3THwUAYTgZSrTyqwegDmwUCjUMqZmxzdKQJSnUaCoCf5oMXXhHphpHFss61l
2026-01-05 18:00,2026-01-06 08:30,Shahed-136/131,Kursk oblast and Oryol oblast and Millerovo and Donetsk oblast,Ukraine,,61.0,53.0,0.0,0.0,{},40.0,6.0,0.0,,,,,"{'south': 4, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid02vdtXLYjfe2SEn4pgMFuophthLbdAcZcYifcH1v8YfVQ7wbbpFvSDGXHJWEK9Dm5al
2026-01-06,2026-01-06,Молнія,,south,,14.0,14.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0agouRjrkqJN6aaTEEABTouQeSAkW6xo1W8bTpDLAwtLebMScdV8un5AJiiJF21iRl
2026-01-04 18:00,2026-01-05 08:00,Shahed-136/131,Kursk oblast and Oryol oblast and Millerovo and Shatalovo,Ukraine,,165.0,137.0,0.0,2.0,{},100.0,10.0,9.0,,,,,"{'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid02pYp3rrQ6YNUELRY6CUq57SXJf6UPyQBv2qjxMVMxfX8FjPzMcnqNiX4NgnKYzA87l
2026-01-04 18:00,2026-01-05 08:00,C-300 and Iskander-M,Bryansk oblast and Voronezh oblast,Ukraine,,9.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02pYp3rrQ6YNUELRY6CUq57SXJf6UPyQBv2qjxMVMxfX8FjPzMcnqNiX4NgnKYzA87l
2026-01-05,2026-01-05,Молнія,,south,,18.0,18.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02s8sGhngdoNrXL5TRLRstLfuQrZ3dkbdJhPLEZEKVAhyPnSxkXdHKsi3s24FBHoqGl
2026-01-05,2026-01-05,Reconnaissance UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02s8sGhngdoNrXL5TRLRstLfuQrZ3dkbdJhPLEZEKVAhyPnSxkXdHKsi3s24FBHoqGl
2026-01-03 19:00,2026-01-04 08:00,Shahed-136/131,Kursk oblast and Bryansk oblast and Oryol oblast and Donetsk oblast,Ukraine,,52.0,39.0,0.0,0.0,{},40.0,9.0,0.0,,,,,"{'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0FpXFz4rbDGTKqkEghui5aTmsfTGWcbYPzBtPZf4jUp5v3E5UtMvZ1Q3kboPfjQAUl
2026-01-04,2026-01-04,Молнія,,south,,12.0,12.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid032x511d5nnQbJgtPa7aW3byKC136vm8bx4Jb6apKLR2RAtWHuW1LsmN9amU4xi2oml
2026-01-02 18:00,2026-01-03 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea and Kacha, Crimea",Ukraine,,95.0,80.0,0.0,3.0,{},60.0,8.0,0.0,,,,,"{'south': 54, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0yA7xeCfeoPJsMTBEv9CiDmxgg4RpUzYKxx429oh5umQCsra7BX7BEFWzpMgRWSZXl
2026-01-03,2026-01-03,Молнія,,south,,12.0,12.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02hVGrLr9FA2iabqmqP7rMmx9dfmWcKDCR332Rftaziq9dh48pY9fXhwWsg4WSY1Ncl
2026-01-01 18:00,2026-01-02 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,Lutsk oblast,116.0,86.0,0.0,3.0,{},70.0,23.0,2.0,,,,"['Lutsk oblast', 'Kyiv oblast', 'Sumy oblast', 'Odesa oblast', 'Zaporizhzhia oblast', 'Donetsk oblast', 'Kharkiv oblast']","{'south': 33, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid06UqeQN6EpYFc57jas3PWAqknTA36Fj7iVbzYwMfW4uKUE3vPWHoPQe52bWsQ7U8Ul
2026-01-02,2026-01-02,Молнія,,south,,8.0,8.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02TPBQtC9K4NjVdHmUise5rGp1nhPujdqx3DHmwMoLt76EGBqXLnEg4JLhZPpwoeX7l
2026-01-01 09:00,2026-01-01 16:00,Shahed-136/131,,west,,10.0,10.0,,,{},,,,,,,,,,,PvkZahid/posts/pfbid02YVo1iAizqFJREHVK6w2YmyxSF77htxcfyUK4pfhcsx7Pvg2oFeTMa93iDEjqPyXHl
2025-12-31 18:00,2026-01-01 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,Lutsk oblast,205.0,176.0,0.0,5.0,{},130.0,15.0,0.0,,,,"['Lutsk oblast', 'Kyiv oblast', 'Sumy oblast', 'Odesa oblast', 'Zaporizhzhia oblast', 'Donetsk oblast', 'Kharkiv oblast']","{'south': 87, 'west': 27, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0TdVCdVdkRoJN5jZ26dj64CFujFUSFAAmZpF7dEoGiCPVxvudBj7PXWo9GM5sfy4nl
2026-01-01,2026-01-01,Молнія,,south,,29.0,29.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid023jigBrYSkgGhHskZhRTiyimQmctcZbULZjPQEgMY24MyZX8F2ADN42KUqDvji43zl
2026-01-01,2026-01-01,Reconnaissance UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid023jigBrYSkgGhHskZhRTiyimQmctcZbULZjPQEgMY24MyZX8F2ADN42KUqDvji43zl
2025-12-30 18:00,2025-12-31 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo",Ukraine,,127.0,101.0,0.0,,{},80.0,11.0,0.0,,,,,"{'south': 65, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0F7ZpFtdbsjfYyEm2DckN4yGZLpuoLkg78CE4iQ2MXfUAu9PrGJXGXh4uiYXExMZ6l
2025-12-31,2025-12-31,Молнія,,south,,11.0,11.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02ovmeMo8xyz1SWyyuk1M8YKpJMHgcmw3BpXY5refdBb32n5dfHmwwiEgEibydT18wl
2025-12-29 18:00,2025-12-30 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Hvardiiske, Crimea",Ukraine,,60.0,52.0,0.0,,{},40.0,5.0,0.0,,,,,"{'south': 25, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02xhaYYKXejgBNoEfb4qgP45tbtnYGfEn7PFJWpLAsTW5M8My3BXtFw9kiVN4P3MYSl
2025-12-29 18:00,2025-12-30 09:00,Iskander-M,Crimea,Odesa oblast,,1.0,0.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02U3cvTMcUeS7hXkrxFvJu1dWcNgo3t2RP5iLuvpyDPBCWKY37Rbysg2YTJZKRcHoPl
2025-12-29 18:00,2025-12-30 09:00,Iskander-M,Voronezh oblast,Ukraine,,1.0,1.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid02xhaYYKXejgBNoEfb4qgP45tbtnYGfEn7PFJWpLAsTW5M8My3BXtFw9kiVN4P3MYSl
2025-12-30,2025-12-30,Молнія,,south,,12.0,12.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0ynbTKiYsg8qwSV8s7xubFoFr6SFxFu9Qy36YH1vR7YYyDaDLENr5tu19RARKdyftl
2025-12-28 21:00,2025-12-29 08:30,Shahed-136/131,"Oryol oblast and Millerovo and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,25.0,21.0,0.0,,{},15.0,2.0,0.0,,,,,"{'south': 5, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0YpgmEGzfg4LuiPJoN8wDH1VvEJ2FdmhUUCqJa85k2TXJPt9C1EYMJ3En9xAYmDijl
2025-12-29,2025-12-29,Молнія,,south,,8.0,8.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02U3cvTMcUeS7hXkrxFvJu1dWcNgo3t2RP5iLuvpyDPBCWKY37Rbysg2YTJZKRcHoPl
2025-12-27 18:00,2025-12-28 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Hvardiiske, Crimea",Ukraine,Kyiv oblast,48.0,30.0,0.0,,{},30.0,9.0,0.0,,,,,"{'south': 5, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0esgp8R5DcgowzrZSA4repGZPJdLC5ZDf24ZbKaaLrXQY6LzkPDRNtmvoXGGzcjzRl
2025-12-28,2025-12-28,Молнія,,south,,13.0,13.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02GFRAswH8to8QvkXDkE8dLDdJK4YHz9BqumRuyGJYZNJR1nvBBUVEbF1RgEBiLNeal
2025-12-26 18:00,2025-12-27 13:00,X-47 Kinzhal and Iskander-M,Bryansk oblast and Ryazan oblast,Ukraine,,10.0,6.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid028r7WWV4BK1ArpzwXG5BYQWundMz3ubFdXcN7Bn3H8XrV2qoLcYuB6ZKtChTSXtE2l
2025-12-26 18:00,2025-12-27 13:00,X-22,Black Sea,Mykolaiv oblast,,2.0,0.0,,,{},,,,Tu-22M3,,,,,,,kpszsu/posts/pfbid028r7WWV4BK1ArpzwXG5BYQWundMz3ubFdXcN7Bn3H8XrV2qoLcYuB6ZKtChTSXtE2l
2025-12-26 18:00,2025-12-27 13:00,X-101/X-555,Vologda oblast,Ukraine,,21.0,19.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid028r7WWV4BK1ArpzwXG5BYQWundMz3ubFdXcN7Bn3H8XrV2qoLcYuB6ZKtChTSXtE2l
2025-12-26 18:00,2025-12-27 13:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,Kyiv oblast,519.0,474.0,15.0,5.0,{},300.0,30.0,16.0,,,,,"{'south': 69, 'west': 9, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid028r7WWV4BK1ArpzwXG5BYQWundMz3ubFdXcN7Bn3H8XrV2qoLcYuB6ZKtChTSXtE2l
2025-12-26 18:00,2025-12-27 13:00,Iskander-K and Kalibr,Rostov oblast and Black Sea,Ukraine,,7.0,4.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid028r7WWV4BK1ArpzwXG5BYQWundMz3ubFdXcN7Bn3H8XrV2qoLcYuB6ZKtChTSXtE2l
2025-12-27,2025-12-27,Молнія,,south,,23.0,23.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02opeokGg5nzmMi2o8NSHM9ucyb2fQnxVcfqVberkVTwkg84xEwzTBY53ks35w7aj4l
2025-12-25 18:00,2025-12-26 09:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Hvardiiske, Crimea",Ukraine,,99.0,73.0,0.0,0.0,{},60.0,16.0,0.0,,,,,"{'south': 47, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid025ZYFmtV3x3fkEChfVX7wzBVAi31fHbVqUK5EthZQ2sfHSn2jdKT7h6hyNLBqnXj5l
2025-12-25 18:00,2025-12-26 09:00,Iskander-M,Crimea,Ukraine,,1.0,0.0,,,{},,,,,,,,,,,kpszsu/posts/pfbid025ZYFmtV3x3fkEChfVX7wzBVAi31fHbVqUK5EthZQ2sfHSn2jdKT7h6hyNLBqnXj5l
2025-12-26,2025-12-26,Unknown UAV,,south,,10.0,10.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid023vdvRUYCiP6Uz7QPf2S1nBfNdQDJCJhyfh2xcFvP8A2P9schnQ7dVyuS5mzk16wrl
2025-12-24 19:00,2025-12-25 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Oryol oblast and Hvardiiske, Crimea and Donetsk oblast",Ukraine,,131.0,106.0,0.0,3.0,{},90.0,15.0,0.0,,,,,"{'south': 49, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0nK4oLUznziB9epicExEtaaRpRoNgUJuds36jKVpskHRzUK113qtHXuxcdfL74pUtl
2025-12-25,2025-12-25,Unknown UAV,,south,,32.0,32.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid033UyFgvMhbfZXgJR1Z8YckhfukZS4p6BxWBKmSZinzmeuvch7orooy9sBF66mp8cUl
2025-12-25,2025-12-25,Reconnaissance UAV,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid033UyFgvMhbfZXgJR1Z8YckhfukZS4p6BxWBKmSZinzmeuvch7orooy9sBF66mp8cUl
2025-12-23 19:00,2025-12-24 09:30,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo and Hvardiiske, Crimea",Ukraine,Chernihiv oblast,116.0,60.0,0.0,8.0,{},90.0,19.0,0.0,,,,,"{'south': 5, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02TdvFmxzn9pVKEPBwwREcRouBdCnBzxLHTJKqxC8DeSS3CexMsh28Yv9ezxYkh7tYl
2025-12-24,2025-12-24,Unknown UAV,,south,,29.0,29.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0iSCghxMje9eFm7QBkdEuLAShqrbfsHgsmKegfpEg43hiP7bwj4GnBKadSXQFTw84l
2025-12-24,2025-12-24,Reconnaissance UAV,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0iSCghxMje9eFm7QBkdEuLAShqrbfsHgsmKegfpEg43hiP7bwj4GnBKadSXQFTw84l
2025-12-22 18:00,2025-12-23 11:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo",Ukraine,,635.0,587.0,0.0,9.0,{},400.0,21.0,8.0,,,,"['Rivne oblast', 'Khmelnytskyi oblast', 'Zhytomyr oblast', 'Odesa oblast', 'Donetsk oblast']","{'south': 98, 'west': 49, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid0FoCxAp85ztgf726AWrWAHUb95J5pg2trsLyLJ4tuu9F4fCJjikuyhC5oM7kXpTmUl
2025-12-23 05:20,2025-12-23 08:40,X-47 Kinzhal,Ryazan oblast,Ukraine,,3.0,0.0,3.0,,{},,,,MiG-31K,,,,,,,kpszsu/posts/pfbid0FoCxAp85ztgf726AWrWAHUb95J5pg2trsLyLJ4tuu9F4fCJjikuyhC5oM7kXpTmUl
2025-12-23 05:20,2025-12-23 08:40,Iskander-K and Kalibr,Kursk oblast and Vologda oblast,Ukraine,,35.0,34.0,,,{},,,,,,,,{'west': 12},,,kpszsu/posts/pfbid0FoCxAp85ztgf726AWrWAHUb95J5pg2trsLyLJ4tuu9F4fCJjikuyhC5oM7kXpTmUl
2025-12-23,2025-12-23,Unknown UAV,,south,,37.0,37.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02Uro9DVpWfX9cS1pdqouKDY1tnKxdhaxM2WZj16RtfpzS4khcQySv2UkCeHMRicu9l
2025-12-23,2025-12-23,Reconnaissance UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02Uro9DVpWfX9cS1pdqouKDY1tnKxdhaxM2WZj16RtfpzS4khcQySv2UkCeHMRicu9l
2025-12-21 19:00,2025-12-22 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Oryol oblast and Millerovo and Donetsk oblast",Ukraine,,86.0,58.0,0.0,,{},50.0,12.0,1.0,,,,,"{'south': 19, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02BzvjqsN6gti8C9T4V5ChP5aRAyLoFwLpNSWZe3X4sgmPGh5XnqfMAJBdKyyFdFuAl
2025-12-22,2025-12-22,Unknown UAV,,south,,22.0,22.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02CZam3Qb7dLT5oz3yKez8QRHmTUgtCA9MCC1XgN1HYaXq6MmdTzvcehJpAyJnYq6ql
2025-12-20 18:00,2025-12-21 08:30,Shahed-136/131,"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,97.0,75.0,0.0,3.0,{},60.0,8.0,1.0,,,,,"{'south': 49, 'east': NaN, 'north': NaN, 'west': NaN}",,,kpszsu/posts/pfbid02qLEaQTaKxDLxG5DEmkr3VQwhcqGKdCZZL6trtJKBwqYsxvPAvsDrN2eziPzuz9wul
2025-12-21,2025-12-21,Молнія,,south,,2.0,2.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02DHqy1fUPi9Qw3pRT4a5qduZZ3z8DXG1expZwnbHdgp9ZfcsPR2YzkTucyjgaWevpl
2025-12-21,2025-12-21,Iskander-M,Crimea,Odesa oblast,,1.0,0.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02DHqy1fUPi9Qw3pRT4a5qduZZ3z8DXG1expZwnbHdgp9ZfcsPR2YzkTucyjgaWevpl
2025-12-19 19:00,2025-12-20 09:00,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo and Shatalovo,Ukraine,,51.0,31.0,0.0,,{},30.0,15.0,0.0,,,,,"{'south': 40, 'east': NaN, 'north': NaN}",,,kpszsu/posts/pfbid02kZAkEHp6gEc96TCivvhyQjZVv9n4XtUbwhEMfdktqdubmMMYrNHVy7BWJTvV5xbkl
2025-12-18 18:30,2025-12-19 08:00,Shahed-136/131,"Primorsko-Akhtarsk and Kursk oblast and Bryansk oblast and Oryol oblast and Millerovo and Hvardiiske, Crimea",Ukraine,,160.0,108.0,0.0,5.0,{},90.0,23.0,0.0,,,,,"{'south': 60, 'east': NaN}",,,kpszsu/posts/pfbid0RTZVJ4Bzax1v3iHB24oKFmie7yEN5cKa7mTFsU1nU4N4a2bf6rMHSnMq9BrujSsDl
2025-12-19,2025-12-19,Unknown UAV,,south,,19.0,19.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0BYwBu9ibeYnRxWBtBUf4igQTvBh7fzGqSVX4PUbrjF1VMoTwJXDeZToR8PN7E8Zul
2025-12-19,2025-12-19,Reconnaissance UAV,,south,,8.0,8.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0BYwBu9ibeYnRxWBtBUf4igQTvBh7fzGqSVX4PUbrjF1VMoTwJXDeZToR8PN7E8Zul
2025-12-19,2025-12-19,Iskander-M,Crimea,Odesa oblast,,4.0,0.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid0BYwBu9ibeYnRxWBtBUf4igQTvBh7fzGqSVX4PUbrjF1VMoTwJXDeZToR8PN7E8Zul
2025-12-17 18:00,2025-12-18 08:30,Shahed-136/131,Primorsko-Akhtarsk and Kursk oblast and Oryol oblast and Millerovo,Ukraine,,82.0,63.0,0.0,,{},50.0,12.0,8.0,,,,,"{'south': 30, 'east': NaN, 'north': NaN, 'center': NaN}",,,kpszsu/posts/pfbid0Py4iNbt5xdmMdm3o8ih484zPWBaJU6a14CyjNcgtoXJmuDdKtu3BENXyZN5NygEWl
2025-12-18,2025-12-18,Unknown UAV,,south,,11.0,11.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02M1c5e8cAM24AAype6k2bFteWSVbSHUbuWonWb6DYhQYXo8tZmoRqbDf5dLkx7bEYl
2025-12-18,2025-12-18,Reconnaissance UAV,,south,,1.0,1.0,,,{},,,,,,,,,,,PvKPivden/posts/pfbid02M1c5e8cAM24AAype6k2bFteWSVbSHUbuWonWb6DYhQYXo8tZmoRqbDf5dLkx7bEYl
