factory_id,company_name,province,city,address_public,part_category,part_label,is_priority_assembly_seed,is_core_operating_assembly,is_reserve_assembly_seed,assembly_operating_status,assembly_node_role,priority_weight,priority_role,priority_site_label,priority_site_type,factory_manage_no,industry_code,industry_name,product_text,raw_materials_text,factory_size_label,employee_total,land_area_m2,manufacturing_area_m2,auxiliary_area_m2,building_area_m2,capacity_tier,recommended_role,capacity_index,capacity_confidence,predicted_output_units_30d,nominal_daily_output_units,surge_daily_output_units,setup_days_estimate,min_batch_units,estimated_yield_rate,grid_zone_id,grid_dependency_score,outage_output_multiplier,estimated_backup_hours,production_fit_score,physical_scale_score,workforce_score,energy_operating_scale_score,logistics_access_score,data_completeness_score,energy_match_type,energy_capacity_evidence_score,missing_evidence,source,source_row
fac_4edd5921dd,(주)에이치시티,경기도,이천시,경기도 이천시 마장면 서이천로578번길 74 (총 3 필지),qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,415102000000000,27212,"전자기 측정, 시험 및 분석기구 제조업 외 1 종",나노입자계측장비 등,"제어용전기, 레이저다이오드",중기업,207.0,8933.0,647.71,6781.67,7429.38,B,surge,0.66,0.832,3500,117,144,2.1,250,0.914,grid_zone_bfcc2516,0.642,0.602,11.4,0.683,0.849,0.883,0.509,0.62,1.0,regional_industrial_proxy,0.509,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,62701
fac_d4214bd4bb,(주)테크윙,경기도,안성시,경기도 안성시 원곡면 기업단지로 129,qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,415902000000000,29271,반도체 제조용 기계 제조업,반도체검사장비,알루미늄외,대기업,361.0,83440.0,18828.57,12432.09,31260.66,B,surge,0.665,0.817,3400,113,140,2.1,230,0.896,grid_zone_bfcc2516,0.639,0.604,5.6,0.54,0.997,0.975,0.498,0.62,1.0,regional_industrial_proxy,0.498,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,64916
fac_ee30082ddc,미래포장(주),경기도,광주시,경기도 광주시 곤지암읍 열미길 136,qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,134211000000000,17211,골판지 제조업 외 2 종,"골판지,포장용판지상자",원지,소기업,34.0,4832.0,2235.2,425.0,2660.2,C,backup,0.607,0.893,3425,114,140,2.0,200,0.924,grid_zone_bfcc2516,0.654,0.595,17.7,0.716,0.76,0.588,0.55,0.62,1.0,regional_industrial_proxy,0.55,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,69643
fac_be98174b87,양지포장,경기도,파주시,"경기도 파주시 나몰1길 260 (동패동, 양지디자인포장)",qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,480422000000000,17223,식품 위생용 종이 상자 및 용기 제조업,지함(포장용상자),지류(종이),소기업,19.0,2650.0,561.0,560.0,1121.0,C,backup,0.575,0.893,3100,103,126,2.0,270,0.925,grid_zone_bfcc2516,0.654,0.595,17.4,0.716,0.672,0.496,0.55,0.62,1.0,regional_industrial_proxy,0.55,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,77977
fac_6bcca01c50,율촌화학(주) 전자소재공장,경기도,안산시,"경기도 안산시 단원구 범지기로 78, (731,731-1,-12번지 총 3필지) (원시동) (총 3 필지)",qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,412702000000000,22231,"플라스틱 포대, 봉투 및 유사제품 제조업 외 3 종","연포장재, 이형지 보호필름","필름, 종이",대기업,870.0,73094.2,50636.482,14466.971,65103.453,B,surge,0.676,0.832,3950,132,164,2.1,460,0.91,grid_zone_bfcc2516,0.642,0.602,8.2,0.563,0.996,1.0,0.509,0.62,1.0,regional_industrial_proxy,0.509,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,51334
fac_8fd2d14ece,(주)태광수출포장,경상남도,창원시,경상남도 창원시 의창구 대산면 가술산단로 31,qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,481212000000000,16232,"목재 포장용 상자, 드럼 및 유사용기 제조업","파렛트,포장용 목재상자","골판지,목재",소기업,13.0,3768.0,3205.65,597.07,3802.72,C,backup,0.573,0.893,3225,108,131,2.0,390,0.931,grid_zone_a1097f3c,0.384,0.762,4.4,0.716,0.79,0.437,0.44,0.62,1.0,regional_industrial_proxy,0.44,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,158171
fac_6900a30db0,대성포장공업(주),경상남도,함안군,경상남도 함안군 법수면 윤외공단길 97 (대성공업(주)),qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,487302000000000,17211,골판지 제조업 외 1 종,포장용 판지상자,골판지,소기업,32.0,4820.0,2655.0,239.52,2894.52,C,backup,0.587,0.877,3300,110,134,2.0,370,0.91,grid_zone_a1097f3c,0.381,0.764,24.5,0.692,0.775,0.579,0.43,0.62,1.0,regional_industrial_proxy,0.43,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,167453
fac_2dd35dba74,원창포장공업(주),경상남도,김해시,경상남도 김해시 주촌면 서부로1293번길 24,qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,184611000000000,17211,골판지 제조업 외 1 종,"골판지,골판지상자",원지(크라프트 라이너),중기업,180.0,22145.0,14340.0,2678.85,17018.85,B,surge,0.645,0.862,3425,114,141,2.1,430,0.914,grid_zone_a1097f3c,0.378,0.766,23.4,0.609,0.955,0.86,0.419,0.62,1.0,regional_industrial_proxy,0.419,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,159594
fac_01299e64cd,코리아수출포장공업사,경상남도,김해시,경상남도 김해시 진례면 고모로 591-24,qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,600829000000000,17222,판지 상자 및 용기 제조업,포장용 판지 상자,"골판지,원지",소기업,9.0,940.0,452.2,41.8,494.0,C,backup,0.531,0.893,2900,97,117,2.0,340,0.911,grid_zone_a1097f3c,0.384,0.762,6.7,0.716,0.61,0.381,0.44,0.62,1.0,regional_industrial_proxy,0.44,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,163623
fac_3d125ce937,(주)삼광,경상북도,경산시,경상북도 경산시 진량읍 공단4로 40 (주삼광),qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,472902000000000,22241,운송장비 조립용 플라스틱제품 제조업 외 1 종,휴대폰케이스,플라스틱,중기업,580.0,11517.5,8109.56,2265.08,10374.64,B,surge,0.641,0.817,3450,115,142,2.1,370,0.911,grid_zone_e6011691,0.396,0.754,17.6,0.54,0.901,1.0,0.41,0.62,1.0,regional_industrial_proxy,0.41,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,143513
fac_9f57830577,태림포장(주) 구미공장,경상북도,구미시,경상북도 구미시 1공단로10길 142 (공단동) (총 2 필지),qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,471902000000000,17211,골판지 제조업 외 1 종,"골판지, 골판지상자",골판지 원지,중기업,166.0,29719.0,21208.94,1185.58,22394.52,B,surge,0.65,0.862,3400,113,140,2.1,230,0.929,grid_zone_e6011691,0.406,0.748,25.3,0.609,0.977,0.847,0.442,0.62,1.0,regional_industrial_proxy,0.442,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,148217
fac_8db85fcb64,신흥목재포장(주),광주광역시,광산구,광주광역시 광산구 평동산단3번로 184 (월전동),qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,292002000000000,16232,"목재 포장용 상자, 드럼 및 유사용기 제조업","수출용 포장상자, pallet",,소기업,23.0,9971.8,1999.36,2914.26,4913.62,C,backup,0.567,0.873,3325,111,135,2.0,230,0.912,grid_zone_eb82a68b,0.338,0.79,11.4,0.676,0.804,0.526,0.416,0.62,0.889,regional_industrial_proxy,0.416,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,180863
fac_96232c46be,리노공업(주),부산광역시,강서구,부산광역시 강서구 미음산단로105번길 10 (구랑동),qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,264402000000000,26299,그 외 기타 전자부품 제조업 외 1 종,"리노핀, 반도체 검사용 소켓","베리륨, 인천동, 황동파이프, 울템, 실리콘",중기업,284.0,15463.1,12672.7,4880.7,17553.4,B,surge,0.64,0.832,3325,111,137,2.1,380,0.905,grid_zone_c6caac65,0.333,0.794,29.0,0.563,0.943,0.935,0.38,0.62,1.0,regional_industrial_proxy,0.38,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,129437
fac_d81a18f1ad,(주)서영,울산광역시,남구,"울산광역시 남구 처용로561번길 15 (성암동, 서영(주))",qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,311402000000000,16232,"목재 포장용 상자, 드럼 및 유사용기 제조업 외 1 종","목재포장용 상자, 스틸박스",,소기업,200.0,95201.6,21105.8,8630.0,29735.8,B,surge,0.651,0.842,3375,112,139,2.1,370,0.924,grid_zone_79012109,0.425,0.736,8.5,0.629,0.962,0.878,0.484,0.62,0.889,regional_industrial_proxy,0.484,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,104447
fac_52f1fa8316,롯데알미늄(주)기공사업본부,인천광역시,미추홀구,인천광역시 미추홀구 염전로333번길 8 (주안동),qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,110111000000000,29162,승강기 제조업 외 12 종,"승강기 제조.가스보일러,자동판매기,쇼케이스",철판,대기업,239.0,32944.3,18177.04,15656.77,33833.81,B,surge,0.645,0.832,3550,118,146,2.1,430,0.906,grid_zone_4f20da2a,0.368,0.772,5.7,0.563,0.991,0.907,0.39,0.62,1.0,regional_industrial_proxy,0.39,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,98393
fac_5be23269c4,조광수출포장,인천광역시,서구,인천광역시 서구 오류동 0 번지 검단일반산업단지 9-1,qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,282602000000000,16232,"목재 포장용 상자, 드럼 및 유사용기 제조업 외 1 종","목재 파렛트, 상자(수출포장용), 가구",목재,소기업,21.0,3960.0,662.4,364.04,1026.44,C,backup,0.569,0.893,3000,100,122,2.0,290,0.911,grid_zone_4f20da2a,0.38,0.764,20.2,0.716,0.7,0.512,0.431,0.62,1.0,regional_industrial_proxy,0.431,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,88919
fac_a2ac22681a,(주)퍼시픽패키지,충청남도,천안시,충청남도 천안시 동남구 동면 충절로 2294-35,qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,441312000000000,17229,기타 종이 상자 및 용기 제조업 외 1 종,"화장품포장재,생활용품케이스",종이류,중기업,270.0,36039.0,16774.93,7286.76,24061.69,B,surge,0.706,0.862,4250,142,177,2.1,230,0.902,grid_zone_2d0a6a6a,0.518,0.679,8.2,0.729,0.973,0.927,0.554,0.62,1.0,regional_industrial_proxy,0.554,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,103876
fac_98233090d1,동광판지(주),충청남도,아산시,충청남도 아산시 둔포면 아산밸리로406번길 50,qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,442002000000000,17211,골판지 제조업 외 1 종,"골판지, 골판지 상자",원지,중기업,165.0,57162.1,27277.25,3783.96,31061.21,B,surge,0.65,0.832,3550,118,146,2.1,270,0.913,grid_zone_2d0a6a6a,0.511,0.683,25.1,0.563,0.982,0.846,0.533,0.62,1.0,regional_industrial_proxy,0.533,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,105141
fac_ddc847b2dc,태림포장(주),충청북도,청주시,충청북도 청주시 청원구 오창읍 두릉유리로 56-12,qa_packaging,Test / Packaging,False,False,False,,,1.0,,,,431142000000000,17211,골판지 제조업 외 1 종,포장용박스,골판지원지,중기업,188.0,70067.3,42438.8,5139.55,47578.35,B,surge,0.646,0.847,3475,116,143,2.1,370,0.902,grid_zone_49414766,0.376,0.767,13.2,0.586,0.983,0.867,0.419,0.62,1.0,regional_industrial_proxy,0.419,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,114032
fac_80fa3bde4b,(주)광명전기,경기도,안산시,"경기도 안산시 단원구 목내로 160, 2블럭 (목내동)",sensor_payload,Sensor / Camera,False,False,False,,,1.0,,,,130111000000000,28111,전동기 및 발전기 제조업 외 9 종,"수배전반,가스절연개폐장치,조명장치, CCTV 영상감시장치","VCB,ACB,MFB,CT/PT",중기업,200.0,16544.1,13405.51,3384.19,16789.7,B,surge,0.678,0.862,2250,75,93,4.9,200,0.912,grid_zone_bfcc2516,0.716,0.556,7.7,0.669,0.947,0.878,0.556,0.62,1.0,regional_industrial_proxy,0.556,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,72797
fac_63c5738482,(주)세코닉스,경기도,동두천시,경기도 동두천시 평화로2862번길 28 (상봉암동) (총 4 필지),sensor_payload,Sensor / Camera,False,False,False,,,1.0,,,,412502000000000,27193,안경 및 안경렌즈 제조업 외 1 종,프라스틱마이크로렌즈,아크릴수지,대기업,645.0,14153.0,12016.21,2429.06,14445.27,B,surge,0.671,0.832,2175,72,90,5.0,180,0.908,grid_zone_bfcc2516,0.71,0.56,21.4,0.563,0.95,1.0,0.535,0.62,1.0,regional_industrial_proxy,0.535,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,74231
fac_39453d026e,부원광학(주),경기도,부천시,경기도 부천시 부천로377번길 8 (도당동),sensor_payload,Sensor / Camera,False,False,False,,,1.0,,,,340628000000000,27193,안경 및 안경렌즈 제조업 외 1 종,CCTV카메라렌즈,,중기업,70.0,1780.2,1841.72,1041.64,2883.36,B,surge,0.64,0.903,2200,73,90,4.8,220,0.915,grid_zone_bfcc2516,0.729,0.548,9.5,0.782,0.773,0.705,0.598,0.62,0.889,regional_industrial_proxy,0.598,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,94012
fac_700aec486e,케이에스아이㈜,경기도,안양시,"경기도 안양시 동안구 전파로 88, 7층 705호 (호계동, 신원비젼타워)",sensor_payload,Sensor / Camera,False,False,False,,,1.0,,,,411732000000000,26421,방송장비 제조업 외 15 종,"CCTV카메라, 영상감시장치,주차관제장치 등","카메라모듈, 카메라하우징,영상인식모듈 등",중기업,79.0,0.0,124.03,61.57,185.6,B,surge,0.624,0.873,2225,74,91,4.9,250,0.905,grid_zone_bfcc2516,0.722,0.552,8.9,0.776,0.687,0.725,0.577,0.62,0.889,regional_industrial_proxy,0.577,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,190406
fac_5b9b5c4665,(주)삼양옵틱스,경상남도,창원시,"경상남도 창원시 마산회원구 자유무역6길 123 (봉암동, 삼양옵틱스)",sensor_payload,Sensor / Camera,False,False,False,,,1.0,,,,481272000000000,27301,광학렌즈 및 광학요소 제조업,"카메라렌즈, CCTV렌즈",,중기업,110.0,12264.46,7145.09,3452.38,10597.47,B,surge,0.662,0.873,2325,78,96,4.9,190,0.917,grid_zone_a1097f3c,0.453,0.719,10.2,0.796,0.896,0.779,0.467,0.62,0.889,regional_industrial_proxy,0.467,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,155657
fac_b40c1bdfbc,기진정밀,경상남도,창원시,경상남도 창원시 마산회원구 자유무역3길 155 (양덕동),sensor_payload,Sensor / Camera,False,False,False,,,1.0,,,,481602000000000,27309,기타 광학기기 제조업 외 2 종,"카메라렌즈 경통부품 및 감시용 광학기기 부품, 주형 및 금형 제조업",,소기업,19.0,3308.0,2508.0,0.0,2508.0,C,backup,0.576,0.873,1800,60,73,4.9,180,0.903,grid_zone_a1097f3c,0.453,0.719,18.0,0.736,0.767,0.496,0.467,0.62,0.889,regional_industrial_proxy,0.467,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,155275
fac_ddcdfe1cc5,한국토키나,경상남도,함안군,경상남도 함안군 칠원면 석전1길 60 (토키나),sensor_payload,Sensor / Camera,False,False,False,,,1.0,,,,194311000000000,27309,기타 광학기기 제조업,"CCTV렌즈, 카메라교환렌즈",PVC 샤시,소기업,12.0,1755.0,330.0,75.61,405.61,C,backup,0.576,0.893,1925,64,78,4.9,160,0.924,grid_zone_a1097f3c,0.453,0.719,17.6,0.836,0.632,0.424,0.467,0.62,1.0,regional_industrial_proxy,0.467,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,168080
fac_3b80fa9b93,아이오솔루션(주),광주광역시,북구,"광주광역시 북구 첨단과기로 333, 생산동 1층 102 (대촌동), 가전로봇센터동4층409",sensor_payload,Sensor / Camera,False,False,False,,,1.0,,,,291702000000000,27193,안경 및 안경렌즈 제조업 외 2 종,"카메라용렌즈,초정밀광학용금형",,소기업,41.0,0.0,807.99,338.6,1146.59,C,backup,0.558,0.853,1750,58,71,5.0,200,0.904,grid_zone_eb82a68b,0.406,0.748,9.5,0.736,0.628,0.619,0.443,0.62,0.778,regional_industrial_proxy,0.443,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,187485
fac_b2b985fe08,(주)에이프로테크놀로지,인천광역시,부평구,인천광역시 부평구 안남로369번길 30 (청천동),sensor_payload,Sensor / Camera,False,False,False,,,1.0,,,,282372000000000,26410,유선 통신장비 제조업 외 3 종,"CCTV카메라, 방송영상장비","렌즈, 모들외",중기업,80.0,1652.8,2491.86,1668.84,4160.7,B,surge,0.657,0.893,2175,72,90,4.9,160,0.929,grid_zone_4f20da2a,0.448,0.722,4.2,0.836,0.804,0.727,0.457,0.62,1.0,regional_industrial_proxy,0.457,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,93695
fac_7d4287308e,(주)케이씨이,인천광역시,부평구,인천광역시 부평구 안남로369번길 34 (청천동),sensor_payload,Sensor / Camera,False,False,False,,,1.0,,,,282372000000000,26519,비디오 및 기타 영상기기 제조업 외 1 종,"영상전송기기,CCTV카메라","sonyccd, DSP칩",중기업,84.0,1159.8,1991.85,1189.68,3181.53,B,surge,0.639,0.893,2100,70,86,4.9,200,0.928,grid_zone_4f20da2a,0.448,0.722,27.3,0.776,0.779,0.735,0.457,0.62,1.0,regional_industrial_proxy,0.457,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,192000
fac_574770868e,(주)한광옵토,인천광역시,부평구,인천광역시 부평구 가재울로 145 (십정동),sensor_payload,Sensor / Camera,False,False,False,,,1.0,,,,282602000000000,27193,안경 및 안경렌즈 제조업 외 2 종,"가위, 카메라렌즈(CCTV용)","스탠판, ABS,유리글라스",중기업,56.0,6743.5,3395.58,2548.95,5944.53,B,surge,0.639,0.893,2200,73,90,4.9,280,0.921,grid_zone_4f20da2a,0.448,0.722,12.3,0.776,0.842,0.669,0.457,0.62,1.0,regional_industrial_proxy,0.457,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,90009
fac_a0492a505b,(주)소모에너지엔테크놀러지 담양공장 제2공장,전라남도,담양군,전라남도 담양군 무정면 무정공단길 6 (총 2 필지),sensor_payload,Sensor / Camera,False,False,False,,,1.0,,,,467102000000000,26421,방송장비 제조업 외 4 종,"감시용 카메라, 광학렌즈, 열상현미경",,소기업,30.0,14463.04,5540.542,3513.83,9054.372,C,backup,0.608,0.873,2075,69,85,4.9,180,0.918,grid_zone_99e45246,0.458,0.716,25.7,0.736,0.861,0.568,0.493,0.62,0.889,regional_industrial_proxy,0.493,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,173722
fac_89f58aa11a,(유)제이씨기술정보통신,전라북도,김제시,전라북도 김제시 봉황공단2길 30-24 (월성동),sensor_payload,Sensor / Camera,False,False,False,,,1.0,,,,452102000000000,26421,방송장비 제조업,"영상감시장치, CCTV카메라",PCB Assy,소기업,10.0,300.0,70.0,62.0,132.0,C,backup,0.53,0.893,1550,52,62,4.9,160,0.925,grid_zone_fabab736,0.421,0.739,18.3,0.776,0.492,0.397,0.46,0.62,1.0,regional_industrial_proxy,0.46,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,184951
fac_864caccf17,(주)그린광학 (1공장),충청북도,청주시,충청북도 청주시 청원구 오창읍 각리1길 45 (오창읍),sensor_payload,Sensor / Camera,False,False,False,,,1.0,,,,437102000000000,27309,기타 광학기기 제조업 외 1 종,"렌즈,프리즘 등 광학부품",판유리,중기업,110.0,2438.5,3108.52,998.69,4107.21,B,surge,0.639,0.893,2075,69,85,4.9,150,0.926,grid_zone_49414766,0.454,0.719,8.1,0.716,0.808,0.779,0.477,0.62,1.0,regional_industrial_proxy,0.477,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,114640
