factory_id,company_name,province,city,address_public,part_category,part_label,is_priority_assembly_seed,is_core_operating_assembly,is_reserve_assembly_seed,assembly_operating_status,assembly_node_role,priority_weight,priority_role,priority_site_label,priority_site_type,factory_manage_no,industry_code,industry_name,product_text,raw_materials_text,factory_size_label,employee_total,land_area_m2,manufacturing_area_m2,auxiliary_area_m2,building_area_m2,capacity_tier,recommended_role,capacity_index,capacity_confidence,predicted_output_units_30d,nominal_daily_output_units,surge_daily_output_units,setup_days_estimate,min_batch_units,estimated_yield_rate,grid_zone_id,grid_dependency_score,outage_output_multiplier,estimated_backup_hours,production_fit_score,physical_scale_score,workforce_score,energy_operating_scale_score,logistics_access_score,data_completeness_score,energy_match_type,energy_capacity_evidence_score,missing_evidence,source,source_row
fac_priority_30f272099b,아쎄따 / ASSETTA,대전광역시,유성구,"대전광역시 유성구 테크노2로 199, 미건테크노월드 4층 421호",drone_assembly,Drone / Final Assembly,True,False,True,reserve_standby,reserve_final_assembly_conversion_candidate,1.6,drone_final_assembly_reserve,대전 드론연구센터,드론연구센터,priority_drone_assembly_assetta_daejeon_lab,31322,무인기 및 항공우주 부품 조립 후보,"대전 드론연구센터 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",드론연구센터,,,,,,C,standby_reserve,0.62,0.58,580,19,24,5.1,40,0.894,grid_zone_ed9208b5,0.389,0.759,6.1,0.698,0.0,0.0,0.416,0.62,0.556,regional_industrial_proxy,0.416,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-22
fac_priority_38de94e360,유콘시스템 / UCONSYSTEM,대전광역시,유성구,대전광역시 유성구 테크노2로 40-9,drone_assembly,Drone / Final Assembly,True,True,False,core_operating,peacetime_final_assembly_factory,2.2,drone_final_assembly_primary,대전 본사 / 생산기지 가정,본사 / 생산기지 가정,priority_drone_assembly_uconsystem_daejeon,31322,무인기 및 항공우주 부품 조립 후보,"대전 본사 / 생산기지 가정 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",본사 / 생산기지 가정,,,,,,A,primary,0.78,0.82,1350,45,57,4.6,110,0.924,grid_zone_ed9208b5,0.405,0.749,18.1,0.802,0.0,0.0,0.472,0.72,0.556,regional_industrial_proxy,0.472,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-8
fac_priority_7660b03367,대한항공 항공우주사업본부,부산광역시,강서구,부산광역시 강서구 테크센터로 55,drone_assembly,Drone / Final Assembly,True,True,False,core_operating,peacetime_final_assembly_factory,2.4,drone_final_assembly_primary,대한항공 테크센터,항공우주 생산기지 / 테크센터,priority_drone_assembly_korean_air_tech_center,31322,무인기 및 항공우주 부품 조립 후보,"대한항공 테크센터 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",항공우주 생산기지 / 테크센터,,,,,,A,primary,0.78,0.87,2100,70,89,4.5,230,0.927,grid_zone_c6caac65,0.423,0.738,5.5,0.831,0.0,0.0,0.496,0.72,0.556,regional_industrial_proxy,0.496,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-5
fac_priority_ffb4309405,피앤유드론 / PNU Drone,부산광역시,강서구,"부산광역시 강서구 과학산단1로60번길 31, 부산테크노파크 지사단지 1동 204호",drone_assembly,Drone / Final Assembly,True,True,False,core_operating,peacetime_final_assembly_factory,2.1,drone_final_assembly_primary,부산 제1공장,제1공장,priority_drone_assembly_pnu_drone_busan_factory1,31322,무인기 및 항공우주 부품 조립 후보,"부산 제1공장 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",제1공장,,,,,,B,surge,0.78,0.82,980,33,41,4.6,110,0.916,grid_zone_c6caac65,0.416,0.742,9.0,0.802,0.0,0.0,0.472,0.72,0.556,regional_industrial_proxy,0.472,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-7
fac_priority_79355b2c62,숨비 / SOOMVI,서울특별시,서초구,"서울특별시 서초구 사평대로53길 30, 402호",drone_assembly,Drone / Final Assembly,True,False,True,reserve_standby,reserve_final_assembly_conversion_candidate,1.55,drone_final_assembly_reserve,서울연구소,연구소 / 생산기지 가정,priority_drone_assembly_soomvi_seoul_lab,31322,무인기 및 항공우주 부품 조립 후보,"서울연구소 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",연구소 / 생산기지 가정,,,,,,C,standby_reserve,0.62,0.58,560,19,23,5.1,50,0.883,grid_zone_3964bd52,0.482,0.701,21.8,0.698,0.0,0.0,0.414,0.62,0.556,regional_industrial_proxy,0.414,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-18
fac_priority_ee105ea137,에이럭스 / ALUX,서울특별시,도봉구,"서울특별시 도봉구 마들로13길 61, 씨드큐브 창동 C동 오피스 1602호",drone_assembly,Drone / Final Assembly,True,True,False,core_operating,peacetime_final_assembly_factory,1.75,drone_final_assembly_primary,도봉 공식 사업장 / 제조 인프라 확인 필요,공식 사업장 / 제조 인프라 가정,priority_drone_assembly_alux_dobong,31322,무인기 및 항공우주 부품 조립 후보,"도봉 공식 사업장 / 제조 인프라 확인 필요 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",공식 사업장 / 제조 인프라 가정,,,,,,B,surge,0.78,0.7,860,29,36,4.9,80,0.9,grid_zone_3964bd52,0.488,0.697,25.4,0.732,0.0,0.0,0.435,0.72,0.556,regional_industrial_proxy,0.435,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-4
fac_priority_3872d4e82a,숨비 / SOOMVI,인천광역시,연수구,인천광역시 연수구 송도과학로16번길 13-25,drone_assembly,Drone / Final Assembly,True,True,False,core_operating,peacetime_final_assembly_factory,1.95,drone_final_assembly_primary,인천 본사 / 연구소,연구소 / 생산기지 가정,priority_drone_assembly_soomvi_songdo,31322,무인기 및 항공우주 부품 조립 후보,"인천 본사 / 연구소 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",연구소 / 생산기지 가정,,,,,,B,surge,0.78,0.76,900,30,38,4.7,50,0.896,grid_zone_4f20da2a,0.445,0.724,23.0,0.767,0.0,0.0,0.466,0.72,0.556,regional_industrial_proxy,0.466,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-10
fac_priority_4bcce541d9,아스트로엑스 / AstroX,인천광역시,서구,"인천광역시 서구 로봇랜드로 155-11, 로봇타워 19층",drone_assembly,Drone / Final Assembly,True,True,False,core_operating,peacetime_final_assembly_factory,1.8,drone_final_assembly_primary,인천 로봇타워 R&D·제조거점,본사 / R&D·제조거점 가정,priority_drone_assembly_astrox_incheon,31322,무인기 및 항공우주 부품 조립 후보,"인천 로봇타워 R&D·제조거점 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",본사 / R&D·제조거점 가정,,,,,,B,surge,0.78,0.72,780,26,33,4.8,50,0.906,grid_zone_4f20da2a,0.442,0.726,13.9,0.744,0.0,0.0,0.454,0.72,0.556,regional_industrial_proxy,0.454,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-12
fac_priority_5daa57ca08,아쎄따 / ASSETTA,인천광역시,서구,"인천광역시 서구 가재울로 109, 주안DH비즈타워 1차 902호",drone_assembly,Drone / Final Assembly,True,True,False,core_operating,peacetime_final_assembly_factory,2.05,drone_final_assembly_primary,인천 연구소/공장,연구소/공장,priority_drone_assembly_assetta_incheon_factory,31322,무인기 및 항공우주 부품 조립 후보,"인천 연구소/공장 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",연구소/공장,,,,,,B,surge,0.78,0.82,980,33,41,4.6,120,0.914,grid_zone_4f20da2a,0.45,0.721,17.7,0.802,0.0,0.0,0.482,0.72,0.556,regional_industrial_proxy,0.482,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-11
fac_priority_d14c61f1b0,파블로항공 / PABLO AIR,인천광역시,연수구,"인천광역시 연수구 송도미래로 30, A동 2004-7호",drone_assembly,Drone / Final Assembly,True,True,False,core_operating,peacetime_final_assembly_factory,2.25,drone_final_assembly_primary,송도 제조센터,Manufacturing Center,priority_drone_assembly_pablo_air_songdo,31322,무인기 및 항공우주 부품 조립 후보,"송도 제조센터 드론 완성품 조립, 무인기 통합, UAV 생산기지","배터리, 모터, 전자부품, 하네스, 복합재, 포장재",Manufacturing Center,,,,,,A,primary,0.78,0.85,1350,45,57,4.5,170,0.919,grid_zone_4f20da2a,0.454,0.719,21.4,0.819,0.0,0.0,0.495,0.72,0.556,regional_industrial_proxy,0.495,public employee/workforce count | public land/building/manufacturing area | equipment inventory | spare line capacity | shift availability | component QA certification | material inventory | live line availability | current assembly workforce | factory-level ERP/MES output,attached_domestic_drone_production_base_addresses_20260704,-3
fac_639e547997,(주)한성티앤아이,충청남도,아산시,충청남도 아산시 둔포면 아산밸리로 337 ((주)한성티앤아이),drone_assembly,Drone / Final Assembly,False,False,False,,,1.0,,,,442002000000000,29210,농업 및 임업용 기계 제조업 외 9 종,"방제기, 특장차, 제초기, 운반차, 무인항공기 외","프레임, 엔진, FRP등",중기업,134.0,32240.5,9281.99,9834.38,19116.37,B,surge,0.665,0.885,500,17,21,4.5,60,0.904,grid_zone_2d0a6a6a,0.583,0.639,5.2,0.644,0.95,0.812,0.588,0.62,1.0,regional_industrial_proxy,0.588,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,104380
fac_afa5a16158,(주)동희산업 수원지점,경기도,수원시,"경기도 수원시 권선구 산업로155번길 8, (수원산업3단지 12블럭 7로트) (고색동)",flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,411132000000000,30399,그 외 자동차용 신품 부품 제조업 외 3 종,"제어기,모터,자동차 전장품","전자부품,pcb,강판",중기업,250.0,16177.3,9177.94,8977.65,18155.59,B,surge,0.686,0.832,2050,68,85,5.8,170,0.902,grid_zone_bfcc2516,0.734,0.545,20.2,0.683,0.941,0.914,0.55,0.62,1.0,regional_industrial_proxy,0.55,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,191092
fac_2560cc10c8,(주)로보스타,경기도,수원시,"경기도 수원시 권선구 산업로155번길 37, 수원산업3단지 (고색동)",flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,411132000000000,26299,그 외 기타 전자부품 제조업 외 3 종,"전자부품(컨트롤러PCB),전자터치패드,산업용 로봇",,중기업,133.0,7419.9,8373.22,2677.85,11051.07,B,surge,0.64,0.842,2000,67,82,5.8,180,0.899,grid_zone_bfcc2516,0.74,0.541,8.0,0.629,0.902,0.811,0.571,0.62,0.889,regional_industrial_proxy,0.571,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,44367
fac_9b86d99440,(주)매직디스플레이,경기도,양주시,경기도 양주시 남면 감악산로83번길 134 (총 2 필지),flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,416302000000000,26224,전자부품 실장기판 제조업,전자(제어)회로기판전자부품,"pcb , t-con등",중기업,130.0,8186.0,2821.0,441.0,3262.0,B,surge,0.658,0.862,1800,60,74,5.8,130,0.921,grid_zone_bfcc2516,0.74,0.541,8.4,0.729,0.806,0.807,0.571,0.62,1.0,regional_industrial_proxy,0.571,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,193225
fac_163f1a11ee,(주)모다이노칩,경기도,안산시,"경기도 안산시 단원구 동산로27번길 42-7, (769-12번지) (원시동)",flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,412732000000000,26299,그 외 기타 전자부품 제조업 외 3 종,"전자부품,PCB",,대기업,440.0,10080.9,18980.02,1046.825,20026.845,B,surge,0.679,0.827,2150,72,89,5.9,190,0.922,grid_zone_bfcc2516,0.737,0.543,8.7,0.606,0.982,1.0,0.56,0.62,0.889,regional_industrial_proxy,0.56,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,35116
fac_3a6ca4bdf0,금성제어기(주),경기도,안산시,"경기도 안산시 단원구 강촌로 90 (성곡동, B동)",flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,110111000000000,28123,배전반 및 전기 자동제어반 제조업 외 3 종,"배전반, 전기회로개폐, 보호및접속장치",,소기업,150.0,14207.44,10944.24,2535.67,13479.91,B,surge,0.629,0.842,1825,61,75,5.8,220,0.919,grid_zone_bfcc2516,0.74,0.541,6.4,0.569,0.906,0.83,0.571,0.62,0.889,regional_industrial_proxy,0.571,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,51929
fac_0469d3cc51,대덕전자(주),경기도,안산시,"경기도 안산시 단원구 강촌로 228-12, (474-2번지) (목내동)",flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,412702000000000,26221,인쇄회로기판용 적층판 제조업 외 2 종,PCB(전자부품),,중기업,270.0,4489.5,8558.83,2322.8,10881.63,B,surge,0.689,0.872,2150,72,89,5.7,200,0.919,grid_zone_bfcc2516,0.741,0.541,3.8,0.749,0.9,0.927,0.572,0.62,0.889,ngms_company_direct,0.572,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,71756
fac_6e28ddc870,대형정밀(주),경기도,화성시,경기도 화성시 동탄산단2길 61 (방교동),flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,415902000000000,26224,전자부품 실장기판 제조업,전자부품 및 통신장비,,중기업,78.0,5769.7,5080.09,4884.61,9964.7,B,surge,0.621,0.842,1800,60,74,5.8,140,0.926,grid_zone_bfcc2516,0.74,0.541,21.6,0.629,0.884,0.723,0.571,0.62,0.889,regional_industrial_proxy,0.571,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,43608
fac_2efdf8c1a1,인텍전기전자(주),경기도,화성시,경기도 화성시 봉담읍 최루백로 225-38,flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,415902000000000,28121,"전기회로 개폐, 보호장치 제조업 외 10 종","차단기, 개폐기, 제어기기, LED, 전기회로개폐장치, 철도차량부속품 등","stainless,vacuum interruper,동,프레임,칩,,골드와이어,",중기업,216.0,11520.0,7277.5,236.33,7513.83,B,surge,0.672,0.862,1900,63,79,5.8,140,0.924,grid_zone_bfcc2516,0.74,0.541,17.4,0.669,0.89,0.89,0.571,0.62,1.0,regional_industrial_proxy,0.571,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,34466
fac_6bedc85f6e,제이씨현전자(주),경기도,여주시,경기도 여주시 가남읍 가남로 34,flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,417302000000000,26299,그 외 기타 전자부품 제조업 외 1 종,전자판 회로(PCB ASSY),"IC, LRC, CHIP, 샷시, 테크",중기업,79.0,2311.0,825.08,444.2,1269.28,B,surge,0.636,0.862,1775,59,73,5.8,220,0.924,grid_zone_bfcc2516,0.74,0.541,10.7,0.729,0.761,0.725,0.571,0.62,1.0,regional_industrial_proxy,0.571,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,75632
fac_42e82c2139,한국SMT(주),경기도,파주시,"경기도 파주시 월롱면 엘씨디로 294, 파주LCD지방산업단지",flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,414802000000000,26299,그 외 기타 전자부품 제조업 외 1 종,PCB Assembly,,중기업,137.0,17306.9,8027.4,4606.24,12633.64,B,surge,0.642,0.842,1875,62,77,5.8,200,0.922,grid_zone_bfcc2516,0.74,0.541,14.4,0.629,0.913,0.815,0.571,0.62,0.889,regional_industrial_proxy,0.571,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,76891
fac_e0e174d97d,(주)테크노전자,경상남도,창원시,"경상남도 창원시 성산구 웅남로795번길 26 (남산동, (주)테크노전자)",flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,481102000000000,27216,산업처리공정 제어장비 제조업,"전자제어기판, 전자부품",전자부품,소기업,47.0,3890.7,3637.6,1659.42,5297.02,C,backup,0.602,0.862,1700,57,69,5.8,120,0.911,grid_zone_a1097f3c,0.47,0.709,17.2,0.669,0.808,0.641,0.46,0.62,1.0,regional_industrial_proxy,0.46,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,157546
fac_536d0d4da0,(주)한누리시스템,경상남도,김해시,경상남도 김해시 분성로541번길 56 (어방동),flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,482502000000000,26421,방송장비 제조업 외 2 종,"구내방송장치,CCTV통합배선반,전자제어기,PCB회로",,소기업,3.0,508.2,264.0,100.0,364.0,C,backup,0.497,0.873,1225,41,49,5.7,90,0.92,grid_zone_a1097f3c,0.477,0.704,22.3,0.736,0.569,0.229,0.481,0.62,0.889,regional_industrial_proxy,0.481,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,160917
fac_1dc7d89a05,(주)지오데코,경상북도,구미시,경상북도 구미시 1공단로6길 151-45 (공단동),flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,471902000000000,22241,운송장비 조립용 플라스틱제품 제조업 외 6 종,"휴대폰 부품 및 전자집적회로 기판, 통신장비","세라믹, 알루미늄, 마그네슘, 스테인리스스틸, ABS 수지 외",소기업,35.0,3800.0,2087.6,830.24,2917.84,C,backup,0.587,0.862,1575,52,64,5.8,190,0.919,grid_zone_e6011691,0.498,0.691,18.5,0.669,0.757,0.593,0.483,0.62,1.0,regional_industrial_proxy,0.483,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,147617
fac_352a3afb22,(주)행성디지털,경상북도,김천시,경상북도 김천시 아포읍 인2길 79 ((주)행성디지털) (총 2 필지),flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,180111000000000,26224,전자부품 실장기판 제조업,"LCD용 SMT, 모즐",모즐,대기업,350.0,14013.0,3956.92,2195.63,6152.55,B,surge,0.669,0.832,2025,68,84,5.8,250,0.919,grid_zone_e6011691,0.492,0.695,11.3,0.623,0.936,0.97,0.462,0.62,1.0,regional_industrial_proxy,0.462,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,146748
fac_3a88a5c6e6,태동ENG,경상북도,칠곡군,경상북도 칠곡군 약목면 교8길 50-18 (총 3 필지),flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,478502000000000,26299,그 외 기타 전자부품 제조업 외 1 종,"LCD 모니터케이스, 전자부품",,소기업,10.0,3745.0,599.76,2186.96,2786.72,C,backup,0.501,0.812,1425,48,57,5.9,150,0.907,grid_zone_e6011691,0.492,0.695,20.6,0.523,0.745,0.397,0.462,0.62,0.889,regional_industrial_proxy,0.462,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,154978
fac_e164a7ae4c,(주)이수페타시스,대구광역시,달성군,대구광역시 달성군 논공읍 논공로53길 36,flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,110111000000000,26221,인쇄회로기판용 적층판 제조업 외 2 종,인쇄회로기판(PCB),"THIN CORE, CLL, COFFER FOIL, PREPREG",대기업,851.0,30348.0,18226.5,8326.81,26553.31,B,surge,0.691,0.854,2000,67,83,5.8,230,0.919,grid_zone_9392b593,0.421,0.739,23.6,0.671,0.991,1.0,0.414,0.62,1.0,ngms_company_direct,0.414,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,140789
fac_bdab92bf13,현대일렉트릭앤에너지시스템(주),울산광역시,남구,"울산광역시 남구 사평로 223 (선암동, 현대중공업(주)) (총 3 필지)",flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,311402000000000,28112,변압기 제조업 외 2 종,"전동기,발전기,전압조정기,전기커넥터,전기터미널,전기제어기,정밀기계 등","각동선(코일),규소강판,절연유,붓싱,냉각기 등",대기업,323.0,33342.0,32001.82,10101.47,42103.29,B,surge,0.667,0.832,2000,67,83,5.8,170,0.918,grid_zone_79012109,0.51,0.684,19.8,0.563,0.991,0.957,0.503,0.62,1.0,regional_industrial_proxy,0.503,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,131823
fac_cc218ecfde,현우산업(주),인천광역시,서구,인천광역시 서구 검단로 51 (오류동),flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,282602000000000,26299,그 외 기타 전자부품 제조업,인쇄회로기판,FR-4,대기업,420.0,12659.7,29944.76,2735.46,32680.22,B,surge,0.67,0.779,2125,71,88,6.0,180,0.908,grid_zone_4f20da2a,0.449,0.722,7.5,0.602,0.985,1.0,0.394,0.62,1.0,regional_industrial_proxy,0.394,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,94275
fac_d095f6a2a9,대우전자부품(주),전라북도,정읍시,전라북도 정읍시 공단2길 3 (망제동) (총 4 필지),flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,134111000000000,26299,그 외 기타 전자부품 제조업 외 8 종,"전자부품(콘덴서,튜너,전기코일)","알루미늄박,탄탈륨파우다",중기업,100.0,147294.0,50877.81,6652.97,57530.78,B,surge,0.639,0.862,2000,67,82,5.8,120,0.924,grid_zone_fabab736,0.44,0.727,25.8,0.609,0.985,0.764,0.455,0.62,1.0,regional_industrial_proxy,0.455,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,184382
fac_7a3bb005da,(주)이녹스첨단소재,충청남도,아산시,충청남도 아산시 둔포면 아산밸리로 171 (총 2 필지),flight_stack,Flight Stack / Electronics,False,False,False,,,1.0,,,,442002000000000,26299,그 외 기타 전자부품 제조업 외 1 종,전자부품용 필름 및 테이프,"필름, 동박, 이형지(종이), 유기용제 등",중기업,285.0,57578.9,26628.73,29504.94,56133.67,B,surge,0.67,0.862,1975,66,82,5.8,210,0.909,grid_zone_2d0a6a6a,0.604,0.626,24.1,0.563,0.982,0.936,0.574,0.62,1.0,ngms_company_direct,0.574,equipment inventory | spare line capacity | shift availability | component QA certification | material inventory,data.go.kr 한국산업단지공단 전국등록공장현황_20200229 CSV,104405
